objectid,objecttype,title,lc,nli,viaf,wiki,filename,creator,date,publisher,publisherloc,publisher2,publisher2loc,distributor,distloc,edition,illustration,pages,size,series,volume,seriesadd,volumeadd,note,translatedfrom,bibliography,contents,summary,subjects,type,format,display_template
hk1409,item,The Kiddie Kohns keep their cool,,,,,placeholder.jpg,"Methal, Aliza;Min-Hahar, Chana",2022,Israel Bookshop Publications,"Lakewood, NJ",,,,,,color illustrations,24 pages,27 cm,Sweet social success,,,,,,,,,Frustration;Anger;Self-control;Judaism;Stories in rhyme;Fiction,Image;StillImage,image/jpeg,item
hk1410,item,Shipwrecked!,,,,,placeholder.jpg,"Juravel, Dovid;Friedman, Devorah",2022,Israel Bookshop Publications,"Lakewood, NJ",,,,,,color illustrations,57 pages,23 x 29 cm,39 Melachos with Rabbi Juravel,,,,Adaptated from Rabbi Juravel's tapes and CDs.,,,,"""The Comics Shipwrecked! is the third and last comic book in Rabbi Juravel's hilchos Shabbos series - and wow, is it an exciting and suspenseful one! For all of the many Rabbi Juravel fans who loved listening to this story on CD, now you can read and enjoy the story even more in comic-book form, while learning important hilchos Shabbos at the same time - just as with Falsely Accused and Shugashvili's Secret! In Shipwrecked! Reb Asher Zelig and his son board a ship en route to South Africa, where Reb Asher Zelig has been hired as a shochet. But little do the father and son realize what kind of adventure awaits them along the way... How did their strong ship suddenly - and mysteriously - spring a leak? How will the two of them survive the devastating shipwreck? Even once they do - how will they fend for themselves on a deserted island, especially over Shabbos? And will Reb Asher Zelig and his son ever be found and rescued? Endorsed by many well-known poskim, Shipwrecked! will keep your children entertained for hours on end, as they become familiar with more and more of the thirty-nine melachos of Shabbos. by Rabbi Juravel"" -- Amazon.",Shipwrecks;Castaways;Fathers and sons;Sabbath;Prohibited work (Jewish law);Jewish religious education;Action and adventure;Graphic novels;Religious comics,Image;StillImage,image/jpeg,item
hk1411,item,The story of Satmar Rebbe,,,,,feldbrand_satmarrebbe.jpg,"Feldbrand, Sarah;David, Racheli",2022,Israel Bookshop Publications,"Lakewood, NJ",,,,,,illustrations,154 pages,24 cm,Learning from our leaders,,,,,,,,,"Satmar Hasidim;Hasidim;Rabbis;Romania;New York State;Biography;Teitelbaum, Joel",Image;StillImage,image/jpeg,item
hk1412,item,Will Shabbos win?,,,,,placeholder.jpg,"Zuber, Kayla;Biniashvili, Michael",2022,Israel Bookshop Publications,"Lakewood, NJ",,,,,,illustrations,100 pages,22 cm,Time rock,1,,,,,,,,Time travel;Sabbath;United States;New York State;Fiction;History;Historical fiction,Image;StillImage,image/jpeg,item
hk1413,item,Mendel and the pencil : a story about bal tashchis,,,,,placeholder.jpg,"Biniashvili, Freidele Galya Soban;Biniashvili, Michael",2022,Israel Bookshop Publications,"Lakewood, NJ",,,,,,color illustrations,24 pages,29 cm,,,,,,,,,,Bal tashhit (Jewish law);Pencils;Fiction,Image;StillImage,image/jpeg,item
hk1414,item,My favorite part of Shabbos,,,,,placeholder.jpg,"Schiffman, Dishy;Min-Hahar, Chana",2022,Israel Bookshop Publications,"Lakewood, NJ",,,,,,color illustrations,1 volume,29 cm,,,,,Laminated pages.,,,,,Sabbath;Jewish way of life;Jewish families;Haredi and religious literature;Picture books;Fiction,Image;StillImage,image/jpeg,item
hk1415,item,Wall of fire : a novel,,,,,placeholder.jpg,"Gottesman, Meir Uri",2022,Israel Bookshop Publications,"Lakewood, NJ",,,,,,,317 pages,24 cm,,,,,,,,,"""A Novel In Wall of Fire, another soul-stirring masterpiece by beloved author Meir Uri Gottesman, eighty-year-old Leibel Stretiner has a cataract operation and is given new lenses. Unbeknownst to him, though, these lenses were ground by a Jerusalem tzaddik, which makes them very atypical. To Leibel's shock and dismay, he suddenly finds, upon entering shul after his surgery, that he can now read the aveiros that everyone has done, inscribed right on their foreheads! And this is just the beginning... Having been handed a unique Heavenly assignment, Leibel has no choice but to embark on a spiritual journey that he never would have dreamed would be his to take. His holy mission brings him from quiet Toronto to bustling Yerushalayim, to the Kosel, to the lesser-known Little Kosel, and finally, to a third wall, the ""wall of fire."" But all along, Leibel is in great danger, for there is someone out there who desires nothing more than to destroy him... Like Gottesman's other books, Wall of Fire is soaked with yiras Shamayim, ahavas Yisrael, and love for Eretz Yisrael. The story spans lands and centuries, and is rich with many characters from Jewish history, like Elkanah and Chanah Haneviah, Eli Hakohen, King Achav, Rabbi Yehudah Halevi, the Baal Shem Tov, and Reb Uri of Strelisk. To read Wall of Fire is to enter a holy, mystical world, one that will set your neshamah on fire! By Meir Uri Gottesman""--Amazon.com.",Extrasensory perception;Cataract;Surgery;Jewish men;Jerusalem (Israel);Middle East;Novels;Fiction;History,Image;StillImage,image/jpeg,item
hk1416,item,The story of the Chida,,,,,feldbrand_chida.jpg,"Feldbrand, Sarah;David, Racheli",2023,Israel Bookshop Publications,"Lakewood, NJ",,,,,,illustrations,135 pages,23 cm,Learning from our leaders,,,,,,,,,"Rabbis;Jerusalem (Israel);Middle East;Biography;Azulai, Hayyim Joseph David, 1724-1806",Image;StillImage,image/jpeg,item
hk1417,item,Searching for gold,,,,,placeholder.jpg,"Zuber, Kayla;Biniashvili, Michael",2023,Israel Bookshop Publications,"Lakewood, NJ",,,,,,illustrations,123 pages,22 cm,Time rock,2,,,,,,,,California;United States;Gold discoveries;Time travel;Fiction;History,Image;StillImage,image/jpeg,item
hk1418,item,Mr. Beep's boxes : showing our hakaras hatov,,,,,placeholder.jpg,"Weiss, Brenda;Gohar, Elisheva",2023,Israel Bookshop Publications,"Lakewood, NJ",,,,,,color illustrations,25 pages,29 cm,,,,,,,,,"""I'm sure you have seen UPS vans on your street, But there's one UPS man you really must meet. Mr. Beep loves his boxes, knows them all inside out, Each one packed with a story--you're soon to find out! You'll delight in what follows his knock on each door, As you discover what UPS really stands for..."" -- Amazon.com.",Gratitude;Judaism;Shipping;Fiction;Stories in rhyme;Picture books,Image;StillImage,image/jpeg,item
hk1419,item,Yoni loves you : a book about Ahavas Yisrael,,,,,placeholder.jpg,"Finkelstein, Ruth;Silberman, Miriam",2009,Israel Bookshop Publications,"Lakewood, NJ",,,,,,color illustrations,29 pages,23 cm,,,,,,,,,,Fiction,Image;StillImage,image/jpeg,item
hk1420,item,Don't Judge by what You See,,,,,placeholder.jpg,"Greenberg, Ashira;Edelstein, Racheli",2011,Israel Bookshop Publications,"Lakewood, NJ",,,,,,color illustrations,24 pages,26 cm,,,,,,,,,"Story told in rhymes, Don't Judge By What You See, clearly conveys to children the important lesson of not judging those whom they see--especially those with physical handicaps--by their externals, but rather seeing people for who they truly are inside.",Children with disabilities;Individual differences;Study and teaching;Fiction,Image;StillImage,image/jpeg,item
hk1421,item,Exploring the wild world of animals : marvels of creation from a Torah perspective,,,,,placeholder.jpg,"Harari, Efraim",2012,Israel Bookshop Publications,"Lakewood, NJ",,,,,,color illustrations,159 pages,32 cm,,,,,,,Includes bibliographical references (page 157).,,,Animals;Animals in the Bible;Animals in rabbinical literature,Image;StillImage,image/jpeg,item
hk1422,item,The story that never ends : and other stories,,,,,placeholder.jpg,"Stein, Rachel",2012,Israel Bookshop Publications,"Lakewood, NJ",,,,,,,240 pages,23 cm,,,,,,,,,,Orthodox Judaism;Haredi and religious literature;Fiction;Religious fiction,Image;StillImage,image/jpeg,item
hk1423,item,I can go by myself : a book on toilet training,,,,,placeholder.jpg,"Morgan, Elisheva;Edelstein, Racheli",2013,Israel Bookshop Publications,"Lakewood, NJ",,,,,,color illustrations,1 volume,24 cm,,,,,,,,,,Toilet training;Fiction,Image;StillImage,image/jpeg,item
hk1424,item,"Mommy, I'm bored! : keeping busy with Uncle Izzy",,,,,placeholder.jpg,"Scheller, Rochel;Edelstein, Racheli",2013,Israel Bookshop Publications,"Lakewood, NJ",,,,,,color illustrations,1 volume,26 cm,,,,,,,,,,Boredom;Fiction,Image;StillImage,image/jpeg,item
hk1425,item,Speed bumps,,,,,placeholder.jpg,"Jakubowicz, M",2013,Israel Bookshop Publications,"Lakewood, NJ",,,,,,,240 pages,23 cm,Carpool Clan,1 (Shevy),,,,,,,"""For sixth grader Shevy Kappel, who is always on the lookout for some fun to spice up her day, being a member of the carpool clan means excitement, mishaps, and lots of adventure nearly every single morning! Of course, things would be a lot calmer and more predictable if Mr.Stepanov, their driver, would still be able to drive them to school in his old station wagon. But when his car breaks down and Mr. Stepanov finds himself out of a job, Shevy knows it's up to her to step forward, maneuver past the speed bumps in her way, and try to save the day."" -- back cover.",Jewish girls;Car pools;Jewish religious fiction;Fiction,Image;StillImage,image/jpeg,item
hk1426,item,Exploring the wisdom & wonders in the universe : with professor Noe Ital : marvels of creation from a Torah perspective,,,,,placeholder.jpg,"Harari, Efraim",2014,Israel Bookshop Publications,"Lakewood, NJ",,,,,,color illustrations,170 pages,32 cm,,,,,,,Includes bibliographical references (pages 167-168).,Astronomy -- Botany -- Entomology -- Food science -- Human anatomy -- Inventions & innovators -- Medicine -- Meteorology -- Planet Earth -- Technology.,"""In this book, we take you on an exploration of space, plants, Earth, the weather, medicine, and so many other fascinating fields of science [...] Younger readers will be intrigued by the fun and whimsical Professor Noe Ital, who lends a touch of humor to this impressive book. Follow the Professor as he guides you through ten fields of science, complete with fun facts, Torah Tidbits, jokes, and lots more!""--Publisher's website.",Cosmology;Jewish cosmology;Biblical cosmology;Creation;Judaism;Judaism and science,Image;StillImage,image/jpeg,item
hk1427,item,Hello Heddy Levi!,,,,,placeholder.jpg,"Ganz, Yaffa;Klineman, Harvey",2014,Israel Bookshop Publications,"Lakewood, NJ",,,,,,illustrations,119 pages,23 cm,,,,,,,,,"Follows the adventures, at school and at home, of eleven-year-old Hedy Levi, the youngest, smartest, and most original girl in the eighth-grade class at Karem Hatorah Yeshiva.",Schools;Fiction,Image;StillImage,image/jpeg,item
hk1428,item,Not for sale,,,,,placeholder.jpg,"Rosman, Bracha",2014,Israel Bookshop Publications,"Lakewood, NJ",,,,,,,278 pages,23 cm,,,,,,,,,"After one mishap too many occurring to the Rosen family, it soon becomes clear that someone is not happy about the Rosens' move to town. And why would anyone be opposed to their plan for creating a community center to be used by all the Jewish people in the city? Questions and suspicions swirl around, as danger abounds at every twist and turn of this story ... There are break-ins and broken dreams ... a suspicious utility worker, and a dedicated detective hoping to crack the case ... And throughout it all, the Rosens stick together, a warm and happy family determined to overcome all obstacles placed in their path and to triumph over their unknown perpetrators, who are only too eager to see them fail.",Jewish families;Detective and mystery;Fiction,Image;StillImage,image/jpeg,item
hk1429,item,The adventures of Jeremy Levi,,,,,placeholder.jpg,"Ganz, Yaffa;Klineman, Harvey",2014,Israel Bookshop Publications,"Lakewood, NJ",,,,,,illustrations,102 pages,23 cm,,,,,,,,,"Eleven-year old Jeremy Levi didn't mean to get into trouble. He always tried to do the right thing, both in and out of Kerem HaTorah Yeshivah. It book Jeremy a whole year of adventures to discover some important things about himself and the people he lived with.",Schools;Fiction,Image;StillImage,image/jpeg,item
hk1430,item,When I check on you at night,,,,,placeholder.jpg,"Hauser, Julie;Cohen, Shiri",2014,Israel Bookshop Publications,"Lakewood, NJ",,,,,,color illustrations,22 pages,27 cm,,,,,,,,,,Child rearing;Parenting;Judaism;Fiction,Image;StillImage,image/jpeg,item
hk1431,item,Exploring the Wild World of Animals & Birds : marvels of creation from a Torah perspective,,,,,placeholder.jpg,"Harari, Efraim",2015,Israel Bookshop Publications,"Lakewood, NJ",,,,,,color illustrations,159 pages,32 cm,,,,,,,Includes bibliographical references (page 157).,,,Animals;Birds;Animals in the Bible;Birds in the Bible;Animals in rabbinical literature;Birds in rabbinical literature,Image;StillImage,image/jpeg,item
hk1432,item,I can't fall asleep!,,,,,placeholder.jpg,"Jakubowicz, M",2015,Israel Bookshop Publications,"Lakewood, NJ",,,,,,color illustrations,29 pages,26 cm,,,,,,,,,,Jewish boys;Sleep;Haredi and religious literature;Fiction;Religious fiction,Image;StillImage,image/jpeg,item
hk1433,item,Robot world : a novel for teens,,,,,placeholder.jpg,"Jakubowicz, M",2015,Israel Bookshop Publications,"Lakewood, NJ",,,,,,,181 pages,,,,,,,,,,,Jewish teenagers;Robots;Fiction,Image;StillImage,image/jpeg,item
hk1434,item,Sharing Mommy's love : welcoming a new baby into the family,,,,,placeholder.jpg,"Fleshel, Racheli;Edelstein, Racheli",2015,Israel Bookshop Publications,"Lakewood, NJ",,,,,,color illustrations,1 volume,26 cm,,,,,,,,,,Infants;Siblings;Fiction,Image;StillImage,image/jpeg,item
hk1435,item,Sick at home,,,,,placeholder.jpg,"David, Racheli",2015,Israel Bookshop Publications,"Lakewood, NJ",,,,,,illustrations,24 pages,,,,,,,,,,,Diseases;Judaism;Fiction,Image;StillImage,image/jpeg,item
hk1436,item,The time is now : Ben learns to act with Zrizus,,,,,placeholder.jpg,"Rozen, Abigail;David, Racheli",2015,Israel Bookshop Publications,"Lakewood, NJ",,,,,,color illustrations,21 pages,,,,,,,,,,"""Ben is a boy who just doesn't move fast. Even for a mitzvah, he dawdles and plays and waits and delays...until, more often than not, he loses the chance to do the mitzvah.. Then Pesach time nears, and with it, the special chance to bake matzos with Abba. But, as everyone knows, when baking matzos, you cannot, must not, dawdle or delay.... Can Ben learn to overcome his laziness so he can join Abba on this special trip? Can he acquire the zrizus that is needed in order to bake matzos for Pesach?. Find out in this fun and entertaining book!""--Back cover.",Time management;Fiction,Image;StillImage,image/jpeg,item
hk1437,item,Making change : and other stories,,,,,placeholder.jpg,"Cohen, Chana",2015,Israel Bookshop Publications,"Lakewood, NJ",,,,,,,240 pages,24 cm,,,,,,,,,,Jewish girls;Fiction;Short stories,Image;StillImage,image/jpeg,item
hk1438,item,Goldie and the guests,,,,,placeholder.jpg,"Biniashvili, Freidele Galya Soban;Cohen, Chava",2016,Israel Bookshop Publications,"Lakewood, NJ",,,,,,,21 pages,26 cm,,,,,,,,,"""Goldie is a wonderful girl who does lots of mitzvos. But there is one mitzvah she has a hard time with: the mitzvah of hachnasas orchim. Goldie, you see, does not like having guests. Then one night, Goldie has a really strange dream. A special visitor appears and takes Goldie on an eye-opening journey into the lives of three of her guests. And what Goldie discovers makes her realize just how important the mitzvah of hachnasas orchim is ...""-- Back cover.",Hospitality;Judaism;Jewish girls;Grandparents;Fiction,Image;StillImage,image/jpeg,item
hk1439,item,The amazing Aleph-Beis experience,,,,,placeholder.jpg,"Kutoff, Rochie;Lewczuk, Lidia E;Freitag, Daniel",2016,Israel Bookshop Publications,"Lakewood, NJ",,,,,,color illustrations,38 pages,28 cm + 1 audio disc,,,,,Includes: Read-along CD.;Laminated pages.,,,,,Hebrew language;Alphabet;Haredi and religious literature,Image;StillImage,image/jpeg,item
hk1440,item,What's the brachah?,,,,,placeholder.jpg,"Weinreb, Hindy;Edelstein, Racheli;Freitag, Daniel",2016,Israel Bookshop Publications,"Lakewood, NJ",,,,,,color illustrations,23 pages,26 cm + 1 audio disc,,,,,Includes: Read-along CD.;Laminated pages.,,,,,Benediction;Judaism;Blessing and cursing,Image;StillImage,image/jpeg,item
hk1441,item,Where has Zaidy gone? : Goldy learns about loss and shivah,,,,,placeholder.jpg,"Gruber, Mirel C;Edelstein, Racheli",2016,Israel Bookshop Publications,"Lakewood, NJ",,,,,,color illustrations,1 volume,28 cm,,,,,,,,,,Grandparents;Death;Bereavement;Judaism;Shivah (Jewish mourning custom);Jewish mourning customs,Image;StillImage,image/jpeg,item
hk1442,item,Kaila kvetches no more,,,,,placeholder.jpg,"Jakubowicz, M;Nadell, Yocheved",2018,Israel Bookshop Publications,"Lakewood, NJ",,,,,,color illustrations,29 pages,26 cm,,,,,,,,,"""Which parents haven't heard their child kvetch and whine, and then complain some more? In this adorable book, Kaila can't stop complaining...until she finally realizes, in a most surprising way, how she sounds to others. Kaila Kvetches No More is the perfect way for children to learn how to think and speak in a positive, upbeat manner - and to stop kvetching!""--back cover.",Parent and child;Conduct of life;Emotions;Haredi and religious literature;Fiction;Religious fiction,Image;StillImage,image/jpeg,item
hk1443,item,It's amazing : fascinating questions & answers on the mysteries of the Animals Kingdom,,,,,placeholder.jpg,"Harari, Efraim",2018,Israel Bookshop Publications,"Lakewood, NJ",,,,,,color illustrations,166 pages,32 cm,,,,,,,Includes bibliographical references (pages 162-164).,,,Animals;Birds;Animals in the Bible;Birds in the Bible;Animals in rabbinical literature;Birds in rabbinical literature,Image;StillImage,image/jpeg,item
hk1444,item,Pinky and Slinky at the table : a kid friendly guide to mealtime manners,,,,,placeholder.jpg,"Morgan, Elisheva;Engel, Rivka",2018,Israel Bookshop Publications,"Lakewood, NJ",,,,,,color illustrations,22 pages,29 cm,,,,,,,,,,Table etiquette;Eating customs;Conduct of life;Haredi and religious literature;Fiction;Religious fiction,Image;StillImage,image/jpeg,item
hk1445,item,Step into those shoes : being dan l'kaf zechus,,,,,placeholder.jpg,"Weiss, Brenda;Liebler, Nechama",2018,Israel Bookshop Publications,"Lakewood, NJ",,,,,,color illustrations,22 pages,29 cm,,,,,,,,,"""Has a friend ever made you really angry or sad; Hurt your feelings so much that your whole day was bad? There's a way to feel better, an idea you can use! So try it on for size-step into her shoes! In this whimsical book, the concept of being dan l'chaf zechus is explored in a fun and humorous way. Your children's understanding of the importance of not judging another until reaching his place, will forever be enhanced!""--back cover.",Jewish ethics;Orthodox Judaism;Conduct of life;Haredi and religious literature,Image;StillImage,image/jpeg,item
hk1446,item,My mommy loves me,,,,,placeholder.jpg,"Friedman, Shiffy;Berlinger, Ruchie",2019,Israel Bookshop Publications,"Lakewood, NJ",,,,,,color illustrations,23 pages,29 cm,,,,,,,,,,Mother and child;Judaism;Love;Maternal love;Haredi and religious literature,Image;StillImage,image/jpeg,item
hk1447,item,The pekelah problem,,,,,placeholder.jpg,"Rosman, Bracha;Rotterman, Michal Hodaya",2009,Israel Bookshop Publications,"Lakewood, NJ",,,,,,color illustrations,1 volume,33 cm,Lay-Lay sharing middos series,1,,,,,,,,Sharing;Candy;Siblings;Fiction,Image;StillImage,image/jpeg,item
hk1448,item,Divided attention : a novel,,,,,placeholder.jpg,"Rapaport, Esther",2012,Israel Bookshop Publications,"Lakewood, NJ",,,,,,,410 pages,24 cm,,,,,,,,,"A bare refrigerator ... a mother who cannot care less about him ... a teacher who is out to get him .... not even a pair of shoes ... Rafi Zimmer heading quickly down the steep path of an ugly--and dangerous--life. In an emtirely different neighborhood, Nava Cohen harbors a secret fear...as well as bitterness and resentment towards her unsuspecting parents. Almost no one is aware of her inner struggle...until things reach a head...and it's almost too late. Divided Attention is the gripping story of a young boy's struggle to carve for himself a new life, while being thwarted time and again by a past that refuses to leave him. How much can one's attention be divided amongst the different goings-on, until it finally begins to snap?-- page [4] of cover.",Foster parents;Juvenile delinquents;Jewish families;Mentally ill parents;Jewish way of life;Boys;Haredi and religious literature;Fiction;Religious fiction,Image;StillImage,image/jpeg,item
hk1449,item,Crash course,,,,,placeholder.jpg,"Jakubowicz, M",2013,Israel Bookshop Publications,"Lakewood, NJ",,,,,,,181 pages,,Carpool Clan,3,,,,,,,,Jewish girls;Fiction,Image;StillImage,image/jpeg,item
hk1450,item,"Goodbye, pacifier!",,,,,placeholder.jpg,"Licht, S;Edelstein, Racheli",2013,Israel Bookshop Publications,"Lakewood, NJ",,,,,,color illustrations,1 volume,26 cm,,,,,,,,,,Car pools,Image;StillImage,image/jpeg,item
hk1451,item,"Goodbye, thumb-sucking!",,,,,placeholder.jpg,"Licht, S;Edelstein, Racheli",2013,Israel Bookshop Publications,"Lakewood, NJ",,,,,,color illustrations,1 volume,26 cm,,,,,,,,,,Thumb sucking;Jewish families;Orthodox Judaism;Fiction,Image;StillImage,image/jpeg,item
hk1452,item,Portraits of prayer : stories on the Siddur to bring your tefillos alive,,,,,placeholder.jpg,"Abish, Eliezer L",2014,Israel Bookshop Publications,"Lakewood, NJ",,,,,,,volumes,27 cm,,,,,,,Includes bibliographical references.,Vol. 1. Birchos hashachar - Yishtabach -- Vol. 2. Birchos krias shema - Aleinu,,Rabbis;Prayer;Judaism;Orthodox Judaism;Anecdotes,Image;StillImage,image/jpeg,item
hk1453,item,Crossroads,,,,,placeholder.jpg,"Jakubowicz, M",2014,Israel Bookshop Publications,"Lakewood, NJ",,,,,,,205 pages,23 cm,Carpool Clan,2 (Tehilla),,,,,,,"""Seventh-grader Tehilla Markson discovers, to her dismay, that her parents have invited a sixth grader, Henny Hart, to stay at their home for an extended period of time ... for an undisclosed reason. Tehilla is not happy about the stranger invading her space, but she resolves to do her best to make her guest feel comfortable. After all, she has more important things to focus on, such as the upcoming choir and her surprise solo. But things don't seem to be working out too well for Henny, and then Tehilla finds herself facing a terrifying ordeal of her own ...""--Back cover.",Jewish middle school students;Jewish girls;Car pools;Friendship;Jewish ethics;Jewish religious fiction;Fiction,Image;StillImage,image/jpeg,item
hk1454,item,The secret of the woods,,,,,placeholder.jpg,"Jakubowicz, M",2014,Israel Bookshop Publications,"Lakewood, NJ",,,,,,,224 pages,,,,,,,,,,,Orthodox Jews;Jewish summer camps;New York State;Fiction,Image;StillImage,image/jpeg,item
hk1455,item,Modeling clay : a novel,,,,,placeholder.jpg,"Braverman, Rochel",2015,Israel Bookshop Publications,"Lakewood, NJ",,,,,,,320 pages,24 cm,,,,,,,,,,Jewish girls;Fiction,Image;StillImage,image/jpeg,item
hk1456,item,Risky Game,,,,,placeholder.jpg,"Keevak, Levi Yitzchak",2015,Israel Bookshop Publications,"Lakewood, NJ",,,,,,,237 pages,24 cm,,,,,,,,,,Intelligence service;Israel;Espionage;Fiction,Image;StillImage,image/jpeg,item
hk1457,item,Curtain call,,,,,placeholder.jpg,"Jakubowicz, M",2016,Israel Bookshop Publications,"Lakewood, NJ",,,,,,,248 pages,,,,,,,,,,,Jewish girls;Young adult fiction;Fiction,Image;StillImage,image/jpeg,item
hk1458,item,Fraidy can still smile : learning to deal with younger siblings,,,,,placeholder.jpg,"Pollack, Yehudis;Min-Hahar, Chana",2019,Israel Bookshop Publications,"Lakewood, NJ",,,,,,color illustrations,26 pages,29 cm,,,,,,,,,,Siblings;Judaism;Jewish families;Social skills;Conduct of life;Fiction,Image;StillImage,image/jpeg,item
hk1459,item,I love my tzitzis! How about you?,,,,,placeholder.jpg,"Dubovick, Miriam;Berlinger, Ruchie",2020,Israel Bookshop Publications,"Lakewood, NJ",,,,,,color illustrations,23 pages,29 cm,,,,,,,,,,Tzitzit;Haredi and religious literature,Image;StillImage,image/jpeg,item
hk1460,item,The thirteenth gate : a novel,,,,,placeholder.jpg,"Zirkind, Ester",2022,Israel Bookshop Publications,"Lakewood, NJ",,,,,,,351 pages,24 cm,,,,,,,,,"""For decades, the only way forward for Sima Hertzberg was to push all thoughts of her estranged brother out of her mind - and she was almost successful. Yet when a series of unconnected events puncture the bubble of her carefully constructed life, she is forced to revisit - and resolve - the haunting and formidable past. Against the backdrop of a tragic terrorist attack in Eretz Yisrael, and its consequential retaliation that results in riots across the globe, one family struggles to overcome the mistakes of the past while simultaneously working to ensure that those mistakes are not repeated. Can the resentment teenaged Tamar bears toward her mother be resolved by giving closure to painful events that occurred when Sima herself was a teen? Can a valiant Jewish hero - who found himself unprepared for life in an ordinary world - be forgiven for the terrible mistakes he made as a father? Can a sensitive soul, who's been pummeled, disgraced, and failed by those nearest and dearest to him, muster up the fortitude to listen to the tiny, still voice calling out from within? The Thirteenth Gate is a deeply moving story of faith, forgiveness, and family ties. It explores some hot-button issues facing our community, with insight, authenticity, and finesse."" -- Amazon.com.",Jewish families;Orthodox Judaism;Fiction,Image;StillImage,image/jpeg,item
hk1461,item,Shimon the Ship shares the sea,,,,,placeholder.jpg,"Burstyn, Rochel;David, Racheli",2023,Israel Bookshop Publications,"Lakewood, NJ",,,,,,color illustrations,29 pages,29 cm,,,,,,,,,,Ships;Boats and boating,Image;StillImage,image/jpeg,item
hk1462,item,The shrinking Wuzzy,,,,,placeholder.jpg,"Neiman, Malky Esther;Cohen-Redlich, Yael",2023,Israel Bookshop Publications,"Lakewood, NJ",,,,,,color illustrations,25 pages,29 cm,,,,,,,,,"""Shuey Scheiner loves to share. He lets his brothers and sister use his tool set, his crayons, and his big-boy bike. But there's one thing Shuey will not share: his blanket Wuzzy. Poor, sad Wuzzy! He really wants to be shared! If Shuey won't share him, there's only one thing Wuzzy can do about it... The Shrinking Wuzzy is a playful book that will have kids laughing out loud, while at the same time learning the importance of sharing even the things that are dearest to us.""--judaicaplace.com.",Blankets;Sharing;Picture books;Fiction,Image;StillImage,image/jpeg,item
hk1463,item,How to run a successful Shabbos table,,,,,placeholder.jpg,"Kaplan, Dovid",2016,Israel Bookshop Publications,"Lakewood, NJ",,,,,,,55 pages,16 cm,,,,,,,,,,Sabbath;Customs and practices;Dinners and dining;Judaism;Anecdotes;Handbooks and manuals,Image;StillImage,image/jpeg,item
hk1464,item,"Life Unwrapped : True stories of struggle, triumph - and discovery.",,,,,placeholder.jpg,"Braverman, Rochel",2017,Israel Bookshop Publications,"Lakewood, NJ",,,,,,,317 pages,,,,,,,,,,,Orthodox Judaism;United States;Anecdotes,Image;StillImage,image/jpeg,item
hk1465,item,Domino effect : a teen novel,,,,,placeholder.jpg,"Braverman, Rochel",2019,Israel Bookshop Publications,"Lakewood, NJ",,,,,,,183 pages,24 cm,,,,,,,,,,Orthodox Judaism;United States;Jewish girls;Young adult fiction;Haredi and religious literature;Fiction;Religious fiction,Image;StillImage,image/jpeg,item
hk1466,item,Doda Golda comes for Pesach,,,,,placeholder.jpg,"Paretzky, Leah;David, Racheli",2012,Israel Bookshop Publications,"Lakewood, NJ",,,,,,color illustrations,24 pages,27 cm,,,,,,,,,,Passover;Jewish families;Picture books;Fiction,Image;StillImage,image/jpeg,item
hk1467,item,Kid power : kids like you figure it out,,,,,placeholder.jpg,"Silverstone, Chaya;David, Racheli",2009,Israel Bookshop Publications,"Lakewood, NJ",,,,,,color illustrations,48 pages,29 cm,,,,,,,,The same for Avi Zim -- Avigayil finds her smile -- Listening to Rivky -- Yudi Stein never forgets.,"Join Avi, Yudi, Avigayil, and Rivky as they learn the proper way to act when around others. Discover a new world of social skills, where things don't have to be equal to be fair, where a smile is worth more than polished shoes or fancy clothing, and where remembering to show hakaras hatov to others is more important than having the most phenomenal memory around!",Social skills;Fiction,Image;StillImage,image/jpeg,item
hk1468,item,Junior super social skills : helping kids with the basics,,,,,placeholder.jpg,"Licht, Simie;David, Racheli",2009-2019,Israel Bookshop Publications,"Lakewood, NJ",,,,,,color illustrations,"3 volumes 48, 48, 51 pages",29 cm,,,,,,,,"Vol. 1. Gittel, mind your manners -- Shame on Shimon the schnorrer -- Think, Nachman, think -- Nosy Shaindel needs to know (2009) -- Vol. 2 Bryna wants attention -- Use word, Pinchas and Shmully! -- Miriam learns to use the phone -- Nissan needs Seder (2011) -- Vol. 3. Gedalyah cares; He doesn't stare -- Good neighbors know good boundaries -- Can we include Mende;? -- Riva can be Riva (2019).",,Etiquette;Table etiquette;Conduct of life;United States;Children;Social skills;Fiction,Image;StillImage,image/jpeg,item
hk1469,item,Eli's bags,,,,,placeholder.jpg,"Rosenberg, Fayge;Weiss, Esti;David, Racheli",2012,Israel Bookshop Publications,"Lakewood, NJ",,,,,,color illustrations,24 pages,26 cm,Step-by-Step Reading Series Beginners,1,,,,,,,,Purim;Customs and practices;Readers (Publications);Fiction,Image;StillImage,image/jpeg,item
hk1470,item,Is Dovid big?,,,,,placeholder.jpg,"Rosenberg, Fayge;Weiss, Esti;David, Racheli",2012,Israel Bookshop Publications,"Lakewood, NJ",,,,,,color illustrations,32 pages,26 cm,Step-by-Step Reading Series Beginners,2,,,,,,,,Rosh Hashanah;Readers (Publications);Fiction,Image;StillImage,image/jpeg,item
